0, 0, 0, 1, 1, 1
0.50, 0.50, 0.25, 0.50, 0.90, 0.25, 0.50, 0.90, 0.75, 0.50, 0.50, 0.75
0.60, 0.20, 0.25, 0.50, 0.50, 0.25, 0.50, 0.50, 0.75, 0.60, 0.20, 0.75
0.20, 0.20, 0.25, 0.50, 0.50, 0.25, 0.50, 0.50, 0.75, 0.20, 0.20, 0.75
0.35, 0.35, 0.50, 0.35, 0.70, 0.50, 0.55, 0.70, 0.50, 0.55, 0.35, 0.50
